field,quickconfig_line,scope_basis,venue_applicability,vector_status,vector_evidence_file_line,backtest_v12_live_status,backtest_v12_live_evidence_file_line,ez_crypto_live_status,ez_crypto_live_evidence_file_line,tradier_live_status,tradier_live_evidence_file_line,exact_contract,gap_reason
STDEV_BREAKOUT_RETEST_SIZE_MULT,4958,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7955:compute_regime_sizing_mult:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_positions_quick.py:11831:detect_stdev_breakout:getattr;ez_positions_quick.py:11839:detect_stdev_breakout:getattr,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:5133:detect_stdev_breakout_t:_cfg_auto;tradier_manage.py:5139:detect_stdev_breakout_t:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
STOCH_CROSS_1H_EXIT_ENABLED,3513,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7508:compute_exit_signals:attribute,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:13381:evaluate_stop:_cfg,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
STOCH_CROSS_3M_EXIT_ENABLED,4225,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7576:compute_exit_signals:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
STOCH_CROSS_ENTRY_TRADIER,4226,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6161:compute_reentry_blocks:getattr;v12_quick_engine.py:7000:compute_entry_signals:getattr,GAP_NO_CAUSAL_CONSUMER,,N_A_EXPLICIT_TRADIER_FIELD,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
STOCH_ENTRY_ENABLED,3448,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5873:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:7702:process_position:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
STOP_LOSS_ENABLED,4057,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:13618:simulate_one:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
STOP_LOSS_PCT,4058,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:13619:simulate_one:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
STRUCTURAL_EXIT_GATE_ENABLED,3435,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7651:compute_exit_signals:getattr;v12_quick_engine.py:7697:compute_exit_signals:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_manage.py:7730:__init__:getattr;ez_positions_quick.py:8028:__init__:getattr,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:16008:__init__:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
STRUCTURAL_RANGE_SHIFT_EXIT,3438,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5971:compute_reentry_blocks:getattr;v12_quick_engine.py:7481:compute_exit_signals:attribute,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5612:run_simulation:getattr;backtest_v12_engine.py:8183:_v8_real_eta_wrapper:getattr;backtest_v12_engine.py:9246:_v8_gated_evaluate_stop:getattr;backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_positions_quick.py:13970:process_single_exit:getattr,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:13136:evaluate_stop:_cfg_auto,,no reviewed exact vector/live semantic contract
STRUCTURAL_RANGE_SHIFT_TF,3439,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5973:compute_reentry_blocks:getattr;v12_quick_engine.py:7484:compute_exit_signals:attribute,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5629:run_simulation:getattr;backtest_v12_engine.py:8189:_v8_real_eta_wrapper:getattr;backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_positions_quick.py:13972:process_single_exit:getattr,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:13138:evaluate_stop:_cfg_auto,,no reviewed exact vector/live semantic contract
STRUCTURE_FLIP_REENTRY_TF,3791,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:13641:_structure_signature_at:attribute,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:13297:evaluate_stop:_cfg;tradier_manage.py:6608:process_position:_cfg,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
TF_ALIGNMENT_MIN_TOTAL,4229,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7016:compute_entry_signals:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
TF_FOCUS_ENTRY_HARD_GATE,4230,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6117:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:18083:execute_trade_action:getattr,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
TF_FOCUS_WEIGHT,4232,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6121:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:18079:execute_trade_action:getattr,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
TF_HTF1,4233,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6892:compute_entry_signals:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:18080:execute_trade_action:getattr,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
TF_HTF3,4234,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6893:compute_entry_signals:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:18081:execute_trade_action:getattr,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
TRADIER_DC_DAYTRADE_ENABLED,4236,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:13564:simulate_one:getattr;v12_quick_engine.py:6035:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:24981:run_loop:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_DC_DAYTRADE_MAX_HOLD_MINUTES,4237,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:13565:simulate_one:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:25136:_manage_daytrade_positions:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_DC_DAYTRADE_REQUIRE_1H_EXPANSION,4238,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6039:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:25015:_check_dc_break:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_DC_DAYTRADE_STOP_PCT,4239,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:13566:simulate_one:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:25134:_manage_daytrade_positions:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_DC_DAYTRADE_TARGET_PCT,4240,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:13567:simulate_one:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:25135:_manage_daytrade_positions:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_DC_POSITION_ENTRY_THRESHOLD,4241,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6037:compute_reentry_blocks:getattr;v12_quick_engine.py:6536:_tradier_signal_score_family:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:11173:calculate_signal_score:getattr;tradier_manage.py:7896:process_position:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_ENTRY_SCORE_THRESHOLD,4242,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6355:_combine_entry_blocks:attribute;v12_quick_engine.py:6942:compute_entry_signals:attribute;v12_quick_engine.py:7033:compute_entry_signals:getattr;v12_quick_engine.py:7316:compute_entry_signals:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:8165:_v8_real_eta_wrapper:getattr;backtest_v12_engine.py:8167:_v8_real_eta_wrapper:getattr;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:1057:_v12_additive_entry_claim:resolver;tradier_manage.py:14764:evaluate_open:_cfg;tradier_manage.py:14778:evaluate_open:_cfg;tradier_manage.py:7848:process_position:_cfg,,no reviewed exact vector/live semantic contract
TRADIER_FH_MOMENTUM_DC_CONFIRM,4243,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6145:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:14482:evaluate_open:_cfg_auto;tradier_manage.py:23655:evaluate_fh_momentum:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_FH_MOMENTUM_DC_MAX_LONG,4244,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6146:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:14481:evaluate_open:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_FH_MOMENTUM_ENABLED,4245,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6131:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:14464:evaluate_open:_cfg;tradier_manage.py:23631:evaluate_fh_momentum:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_FH_MOMENTUM_MFI_CONFIRM,4246,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6148:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:14474:evaluate_open:_cfg_auto;tradier_manage.py:23654:evaluate_fh_momentum:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_FH_MOMENTUM_MFI_MIN,4247,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6149:compute_reentry_blocks:getattr,GAP_NO_CAUSAL_CONSUMER,,N_A_EXPLICIT_TRADIER_FIELD,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
TRADIER_FH_MOMENTUM_MIN_MOVE_PCT,4248,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6142:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:14469:evaluate_open:_cfg_auto;tradier_manage.py:23651:evaluate_fh_momentum:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_FH_MOMENTUM_WINDOW_MINUTES,4249,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6138:compute_reentry_blocks:getattr,GAP_NO_CAUSAL_CONSUMER,,N_A_EXPLICIT_TRADIER_FIELD,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
TRADIER_K_ZONE_ENTRY_BONUS_TRADIER,4704,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:6375:_tradier_signal_score_family:attribute;v12_quick_engine.py:6538:_tradier_signal_score_family:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:11193:calculate_signal_score:_cfg;tradier_manage.py:11193:calculate_signal_score:getattr,additive K-zone score; adapter mirrors live short name,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
TRADIER_K_ZONE_LONG_THRESHOLD_TRADIER,4250,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5580:compute_reentry_blocks:getattr;v12_quick_engine.py:6527:_tradier_signal_score_family:getattr;v12_quick_engine.py:6978:compute_entry_signals:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:11161:calculate_signal_score:_cfg;tradier_manage.py:7719:process_position:_cfg_auto;tradier_manage.py:7856:process_position:_cfg,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_K_ZONE_SHORT_THRESHOLD_TRADIER,4251,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5581:compute_reentry_blocks:getattr;v12_quick_engine.py:6528:_tradier_signal_score_family:getattr;v12_quick_engine.py:6979:compute_entry_signals:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:11162:calculate_signal_score:_cfg;tradier_manage.py:7720:process_position:_cfg_auto;tradier_manage.py:7860:process_position:_cfg,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded)
TRADIER_MFI_ENTRY_LONG_ENABLED,4252,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6953:compute_entry_signals:getattr,GAP_NO_CAUSAL_CONSUMER,,N_A_EXPLICIT_TRADIER_FIELD,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
TRADIER_MFI_ENTRY_LONG_TRADIER,4253,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6955:compute_entry_signals:getattr,GAP_NO_CAUSAL_CONSUMER,,N_A_EXPLICIT_TRADIER_FIELD,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
TRADIER_MI_ENTRY_ENABLED_TRADIER,4254,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:6168:compute_reentry_blocks:getattr,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:1089:_v12_mi_entry_claim:resolver;tradier_manage.py:1090:_v12_mi_entry_claim:resolver;tradier_manage.py:12015:calculate_quantity_complex_extended:_cfg;tradier_manage.py:7869:process_position:_cfg,prefixed alias parent gate for the exact three-vote entry block,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
TRADIER_MI_SUBSIGNAL_MIN_COUNT,4256,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,TRADIER_ONLY_EXPLICIT_NAME,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:6171:compute_reentry_blocks:getattr,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,N_A_EXPLICIT_TRADIER_FIELD,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:1093:_v12_mi_entry_claim:resolver,"minimum of three causal MI votes, clipped to the vector maximum of three",backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
